latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
28.008,-15.662,348.2,1.3,1.1,2019-08-19,0240,Aqua,MODIS,100,6.0NRT,303.5,83.1,N
28.066,-15.645,350.4,1.3,1.1,2019-08-19,0240,Aqua,MODIS,100,6.0NRT,301.6,89.9,N
28.064,-15.631,354.2,1.3,1.1,2019-08-19,0240,Aqua,MODIS,100,6.0NRT,302,101.8,N
28.063,-15.618,333,1.3,1.1,2019-08-19,0240,Aqua,MODIS,100,6.0NRT,296.5,44.6,N
36.47,-5.145,319.4,4.4,1.9,2019-08-19,1020,Terra,MODIS,51,6.0NRT,305.7,61.9,D
28.043,-15.584,327.5,1.3,1.1,2019-08-19,1205,Terra,MODIS,47,6.0NRT,310.1,16.4,D
28.077,-15.656,333.4,1.3,1.1,2019-08-19,1205,Terra,MODIS,22,6.0NRT,315.8,23.7,D
27.989,-15.682,373.8,1.3,1.1,2019-08-19,1205,Terra,MODIS,100,6.0NRT,315.4,168.6,D
27.991,-15.694,360,1.3,1.1,2019-08-19,1205,Terra,MODIS,100,6.0NRT,313.3,102.7,D
27.997,-15.667,368.3,1.3,1.1,2019-08-19,1205,Terra,MODIS,100,6.0NRT,317.3,137.3,D
27.999,-15.68,360.8,1.3,1.1,2019-08-19,1205,Terra,MODIS,100,6.0NRT,322.5,104.1,D
28.001,-15.693,332.2,1.3,1.1,2019-08-19,1205,Terra,MODIS,55,6.0NRT,315.7,20.2,D
28.004,-15.708,332.4,1.3,1.1,2019-08-19,1205,Terra,MODIS,63,6.0NRT,313.4,21.3,D
28.004,-15.652,348.2,1.3,1.1,2019-08-19,1205,Terra,MODIS,94,6.0NRT,315.3,56.5,D
28.007,-15.665,369.7,1.3,1.1,2019-08-19,1205,Terra,MODIS,100,6.0NRT,321.6,141.6,D
28.018,-15.732,331.1,1.3,1.1,2019-08-19,1205,Terra,MODIS,82,6.0NRT,314.8,20.8,D
28.012,-15.638,360.8,1.3,1.1,2019-08-19,1205,Terra,MODIS,100,6.0NRT,319.7,103.4,D
28.015,-15.651,340.8,1.3,1.1,2019-08-19,1205,Terra,MODIS,90,6.0NRT,317.4,34,D
28.044,-15.7,332.8,1.3,1.1,2019-08-19,1205,Terra,MODIS,58,6.0NRT,311.4,23.8,D
28.046,-15.711,352.3,1.3,1.1,2019-08-19,1205,Terra,MODIS,96,6.0NRT,313,79.1,D
28.048,-15.722,324,1.3,1.1,2019-08-19,1205,Terra,MODIS,65,6.0NRT,307.6,11.9,D
28.052,-15.686,351.9,1.3,1.1,2019-08-19,1205,Terra,MODIS,88,6.0NRT,312.6,71.1,D
28.054,-15.698,349.6,1.3,1.1,2019-08-19,1205,Terra,MODIS,95,6.0NRT,312.9,68,D
28.056,-15.709,352.3,1.3,1.1,2019-08-19,1205,Terra,MODIS,96,6.0NRT,313.9,79.8,D
28.046,-15.589,330.8,1.3,1.1,2019-08-19,1205,Terra,MODIS,68,6.0NRT,310.5,21.6,D
28.045,-15.597,337.7,1.3,1.1,2019-08-19,1205,Terra,MODIS,68,6.0NRT,313.2,33.9,D
28.063,-15.635,341.7,1.3,1.1,2019-08-19,1205,Terra,MODIS,47,6.0NRT,319.5,37.9,D
28.073,-15.632,341.6,1.3,1.1,2019-08-19,1205,Terra,MODIS,64,6.0NRT,313.2,40.1,D
28.075,-15.645,340.9,1.3,1.1,2019-08-19,1205,Terra,MODIS,63,6.0NRT,317.1,38.8,D
28.059,-15.625,328.4,3.6,1.8,2019-08-19,1335,Aqua,MODIS,59,6.0NRT,310,84.8,D
28.051,-15.662,327.3,3.7,1.8,2019-08-19,1335,Aqua,MODIS,55,6.0NRT,311.3,68.9,D
28.042,-15.698,332.7,3.7,1.8,2019-08-19,1335,Aqua,MODIS,80,6.0NRT,308.5,99.8,D
27.986,-15.681,328.7,3.7,1.8,2019-08-19,1335,Aqua,MODIS,41,6.0NRT,311.7,76.3,D
28.002,-15.684,328.5,3.7,1.8,2019-08-19,1335,Aqua,MODIS,32,6.0NRT,314.1,70.3,D
28.003,-15.651,327.5,3.7,1.8,2019-08-19,1335,Aqua,MODIS,40,6.0NRT,312.2,63.2,D
27.994,-15.692,333.3,3.7,1.8,2019-08-19,1335,Aqua,MODIS,85,6.0NRT,313.8,108.8,D
36.463,-5.154,343.7,1.1,1,2019-08-19,1340,Aqua,MODIS,89,6.0NRT,312.6,40.6,D
36.473,-5.156,381.3,1.1,1,2019-08-19,1340,Aqua,MODIS,100,6.0NRT,312.1,165.8,D
36.471,-5.168,385,1.1,1,2019-08-19,1340,Aqua,MODIS,100,6.0NRT,315.9,184.4,D
36.462,-5.166,343.7,1.1,1,2019-08-19,1340,Aqua,MODIS,89,6.0NRT,314,40.2,D
28.058,-15.714,319,1.2,1.1,2019-08-19,2300,Terra,MODIS,97,6.0NRT,297.5,18.8,N
27.978,-15.641,319.4,1.2,1.1,2019-08-19,2300,Terra,MODIS,98,6.0NRT,299.4,18.5,N
27.988,-15.642,317.1,1.2,1.1,2019-08-19,2300,Terra,MODIS,93,6.0NRT,298.2,15.7,N
27.983,-15.667,310.4,1.2,1.1,2019-08-19,2300,Terra,MODIS,71,6.0NRT,299.3,8.6,N
28.006,-15.647,314.9,1.2,1.1,2019-08-19,2300,Terra,MODIS,87,6.0NRT,298.5,13.7,N
28.004,-15.66,313.9,1.2,1.1,2019-08-19,2300,Terra,MODIS,83,6.0NRT,299.1,12.1,N
28.057,-15.664,325.4,1.2,1.1,2019-08-19,2300,Terra,MODIS,100,6.0NRT,297.6,26.6,N
28.055,-15.675,356.4,1.2,1.1,2019-08-19,2300,Terra,MODIS,100,6.0NRT,301.8,94.7,N
28.053,-15.686,332.8,1.2,1.1,2019-08-19,2300,Terra,MODIS,100,6.0NRT,298.5,38,N
28.051,-15.698,320.6,1.2,1.1,2019-08-19,2300,Terra,MODIS,100,6.0NRT,298,20.1,N
28.063,-15.689,310,1.2,1.1,2019-08-19,2300,Terra,MODIS,69,6.0NRT,296.9,9.4,N
28.06,-15.701,339.1,1.2,1.1,2019-08-19,2300,Terra,MODIS,100,6.0NRT,299.7,50.8,N
36.479,-5.147,339.6,3,1.6,2019-08-19,2305,Terra,MODIS,100,6.0NRT,299.6,201.7,N
36.479,-5.153,336,3,1.6,2019-08-19,2305,Terra,MODIS,100,6.0NRT,299.5,174.6,N
36.481,-5.118,326.5,3,1.7,2019-08-19,2305,Terra,MODIS,100,6.0NRT,297.8,112.6,N
36.464,-5.15,321.4,3,1.6,2019-08-19,2305,Terra,MODIS,100,6.0NRT,297.8,86.3,N
36.465,-5.144,326.4,3,1.6,2019-08-19,2305,Terra,MODIS,100,6.0NRT,298.2,111.7,N
36.482,-5.112,316.9,3,1.7,2019-08-19,2305,Terra,MODIS,92,6.0NRT,297.2,62.9,N
36.474,-5.14,313.8,2.8,1.6,2019-08-20,0140,Aqua,MODIS,83,6.0NRT,295.8,49.2,N
36.475,-5.132,319.5,2.8,1.6,2019-08-20,0140,Aqua,MODIS,98,6.0NRT,296.3,73,N
36.488,-5.138,305.8,2.8,1.6,2019-08-20,0140,Aqua,MODIS,24,6.0NRT,295.3,24,N
28.059,-15.677,327.4,2.1,1.4,2019-08-20,0320,Aqua,MODIS,100,6.0NRT,296,75.3,N
27.985,-15.636,333.9,2.1,1.4,2019-08-20,0320,Aqua,MODIS,100,6.0NRT,297.8,100.1,N
27.981,-15.617,316.6,2.1,1.4,2019-08-20,0320,Aqua,MODIS,93,6.0NRT,296,42.1,N
28.063,-15.696,317.9,2.1,1.4,2019-08-20,0320,Aqua,MODIS,96,6.0NRT,296.1,44.3,N
27.984,-15.63,339.6,2.1,1.4,2019-08-20,0320,Aqua,MODIS,100,6.0NRT,298.7,126.9,N
28.054,-15.654,304.6,2.1,1.4,2019-08-20,0320,Aqua,MODIS,56,6.0NRT,292.8,16.8,N
36.739,-6.263,326.4,1.2,1.1,2019-08-20,1105,Terra,MODIS,71,6.0NRT,310.3,9.8,D
37.132,-5.621,326.8,1.1,1.1,2019-08-20,1105,Terra,MODIS,63,6.0NRT,310.5,7.7,D
40.055,-6.533,332.5,1.3,1.1,2019-08-20,1105,Terra,MODIS,79,6.0NRT,312.1,22.9,D
40.057,-6.548,334.3,1.3,1.1,2019-08-20,1105,Terra,MODIS,81,6.0NRT,312.8,26.5,D
28.062,-15.677,333.5,3.5,1.8,2019-08-20,1110,Terra,MODIS,63,6.0NRT,309.5,124.8,D
28.056,-15.669,333.6,3.5,1.8,2019-08-20,1110,Terra,MODIS,72,6.0NRT,309.9,130.1,D
28.008,-15.647,366.8,1,1,2019-08-20,1420,Aqua,MODIS,100,6.0NRT,324.9,82.5,D
28.06,-15.662,330.8,1,1,2019-08-20,1420,Aqua,MODIS,43,6.0NRT,315.3,9.8,D
28.059,-15.672,347.4,1,1,2019-08-20,1420,Aqua,MODIS,94,6.0NRT,315.5,36.7,D
28.009,-15.637,346.1,1,1,2019-08-20,1420,Aqua,MODIS,93,6.0NRT,325.1,31.8,D
28.056,-15.693,327.8,1,1,2019-08-20,1420,Aqua,MODIS,66,6.0NRT,310.4,8.3,D
28.065,-15.694,332.6,1,1,2019-08-20,1420,Aqua,MODIS,80,6.0NRT,311.7,14.2,D
28.154,-16.488,327.3,1,1,2019-08-20,1420,Aqua,MODIS,80,6.0NRT,309.5,10.1,D
28.051,-15.665,342.3,1,1,2019-08-20,1420,Aqua,MODIS,82,6.0NRT,316.4,24.3,D
40.375,-3.988,339,1,1,2019-08-20,2210,Terra,MODIS,100,6.0NRT,292.3,43.8,N
40.257,-5.343,319.9,1.1,1.1,2019-08-20,2210,Terra,MODIS,99,6.0NRT,288.1,22.9,N
43.539,-5.836,312.2,1.1,1,2019-08-20,2210,Terra,MODIS,84,6.0NRT,279.5,15.7,N
28.075,-15.683,308.6,2.5,1.5,2019-08-20,2345,Terra,MODIS,62,6.0NRT,294,33.6,N
28.068,-15.691,313.2,2.5,1.5,2019-08-20,2345,Terra,MODIS,81,6.0NRT,293.6,47.3,N
37.665,-6.882,302.9,1,1,2019-08-21,0225,Aqua,MODIS,52,6.0NRT,290.2,6.4,N
40.135,-6.894,330.8,1.6,1.3,2019-08-21,1145,Terra,MODIS,81,6.0NRT,307.2,29.7,D
40.146,-6.891,325.8,1.6,1.3,2019-08-21,1145,Terra,MODIS,76,6.0NRT,306.1,17.6,D
43.524,-5.732,316.3,1,1,2019-08-21,1330,Aqua,MODIS,42,6.0NRT,302.6,8.2,D
39.01,-5.676,305.2,1.9,1.3,2019-08-21,2250,Terra,MODIS,63,6.0NRT,292.8,15.7,N
38.411,-6.984,306.7,2.2,1.4,2019-08-22,2155,Terra,MODIS,69,6.0NRT,293.4,17.9,N
37.319,-5.13,328.7,1.2,1.1,2019-08-23,1315,Aqua,MODIS,64,6.0NRT,313.6,13.3,D
41.88,-5.037,327.6,1.1,1,2019-08-23,1315,Aqua,MODIS,55,6.0NRT,315.7,8.4,D
42.724,-1.649,304.6,2.4,1.5,2019-08-23,2240,Terra,MODIS,61,6.0NRT,288.8,23.2,N
43.531,-5.747,302.5,1.4,1.2,2019-08-23,2240,Terra,MODIS,49,6.0NRT,289.6,8.6,N
43.532,-5.728,309,1.4,1.2,2019-08-23,2240,Terra,MODIS,76,6.0NRT,289.8,15.3,N
43.522,-5.726,303.8,1.4,1.2,2019-08-23,2240,Terra,MODIS,31,6.0NRT,290,9.4,N
42.732,-1.656,306.1,2.4,1.5,2019-08-23,2240,Terra,MODIS,67,6.0NRT,289.1,28.7,N
37.299,-6.85,307.1,1.1,1,2019-08-23,2240,Terra,MODIS,70,6.0NRT,294.9,7,N
42.726,-1.644,322.9,1.6,1.3,2019-08-24,1040,Terra,MODIS,61,6.0NRT,308.8,17,D
37.332,-6.96,303.1,1,1,2019-08-25,2225,Terra,MODIS,53,6.0NRT,290.6,5.5,N
37.328,-7.332,330.9,1.1,1.1,2019-08-27,1110,Terra,MODIS,77,6.0NRT,308.6,19.1,D
37.329,-7.345,325.2,1.1,1.1,2019-08-27,1110,Terra,MODIS,58,6.0NRT,306.7,10.3,D
37.17,-5.624,327.6,1,1,2019-08-27,1110,Terra,MODIS,73,6.0NRT,311.6,9.1,D
38.616,-0.592,310.9,1.2,1.1,2019-08-27,1110,Terra,MODIS,40,6.0NRT,294.4,7.6,D
38.616,-0.585,310.9,1.2,1.1,2019-08-27,1110,Terra,MODIS,39,6.0NRT,294.5,7.8,D
40.025,-2.114,313.3,1,1,2019-08-27,1110,Terra,MODIS,65,6.0NRT,298.6,6,D
42.866,-2.674,319.1,1,1,2019-08-27,1110,Terra,MODIS,68,6.0NRT,296.2,8.8,D
42.872,-8.599,323.1,1,1,2019-08-28,1335,Aqua,MODIS,78,6.0NRT,299.3,15.4,D
41.926,0.182,306.1,1.2,1.1,2019-08-30,0215,Aqua,MODIS,67,6.0NRT,290.6,9.6,N
42.189,-4.269,302.9,1,1,2019-08-30,0215,Aqua,MODIS,52,6.0NRT,287,7.1,N
39.465,-0.712,325.3,1.2,1.1,2019-08-30,1320,Aqua,MODIS,63,6.0NRT,307.9,11.4,D
39.467,-0.699,327.8,1.2,1.1,2019-08-30,1320,Aqua,MODIS,70,6.0NRT,308.9,15.1,D
41.891,1.063,309.2,3.2,1.7,2019-08-30,2110,Terra,MODIS,77,6.0NRT,289.6,50.8,N
40.428,-3.457,323.7,1.6,1.2,2019-08-31,1045,Terra,MODIS,71,6.0NRT,306.4,16,D
40.427,-3.45,326.8,1.6,1.2,2019-08-31,1045,Terra,MODIS,76,6.0NRT,306.7,21.6,D
41.952,-0.368,329.2,1.2,1.1,2019-08-31,1045,Terra,MODIS,77,6.0NRT,305.3,23.2,D
40.251,-5.832,305.6,2.1,1.4,2019-08-31,2150,Terra,MODIS,65,6.0NRT,289.9,20.4,N
40.256,-5.822,315,1.4,1.2,2019-09-01,0205,Aqua,MODIS,90,6.0NRT,289.6,24.4,N
40.261,-5.828,305.7,1.4,1.2,2019-09-01,0205,Aqua,MODIS,65,6.0NRT,290.1,12.9,N
40.26,-5.81,308.2,1.4,1.2,2019-09-01,0205,Aqua,MODIS,74,6.0NRT,289.5,15.8,N
41.022,-6.761,337.7,1.1,1,2019-09-01,2235,Terra,MODIS,100,6.0NRT,294.3,43.3,N
41.975,-8.61,302,1,1,2019-09-01,2235,Terra,MODIS,46,6.0NRT,289.4,5.5,N
41.977,-8.598,345.1,1,1,2019-09-01,2235,Terra,MODIS,100,6.0NRT,290.3,54.2,N
41.968,-8.596,328.9,1,1,2019-09-01,2235,Terra,MODIS,100,6.0NRT,291.3,28.7,N
41.021,-6.773,304,1.1,1,2019-09-01,2235,Terra,MODIS,50,6.0NRT,293.5,5.6,N
41.013,-6.759,311.1,1.1,1,2019-09-01,2235,Terra,MODIS,82,6.0NRT,293.2,10.5,N
37.611,-5.412,316.7,1.1,1,2019-09-01,2235,Terra,MODIS,93,6.0NRT,296.4,14.6,N
41.011,-6.755,304.8,1.3,1.1,2019-09-02,0245,Aqua,MODIS,42,6.0NRT,287.6,10.7,N
41.022,-6.761,319.9,1.3,1.1,2019-09-02,0245,Aqua,MODIS,99,6.0NRT,289.4,27.2,N
41.024,-6.766,308.3,1.3,1.1,2019-09-02,0245,Aqua,MODIS,60,6.0NRT,289.4,13.5,N
41.021,-6.751,313.5,1.3,1.1,2019-09-02,0245,Aqua,MODIS,87,6.0NRT,289.1,19.5,N
42.706,-6.505,320,3.2,1.7,2019-09-02,1210,Terra,MODIS,76,6.0NRT,297.4,76.4,D
42.709,-6.49,320.7,1.6,1.2,2019-09-02,1350,Aqua,MODIS,67,6.0NRT,302.2,20.2,D
42.707,-6.508,377.1,1.6,1.2,2019-09-02,1350,Aqua,MODIS,100,6.0NRT,306.5,257.6,D
39.104,-2.089,315.8,2.1,1.4,2019-09-02,2140,Terra,MODIS,92,6.0NRT,289.5,41.4,N
39.105,-2.096,310.2,2.1,1.4,2019-09-02,2140,Terra,MODIS,79,6.0NRT,289.4,29.7,N
39.105,-2.082,319.7,1.3,1.1,2019-09-03,0150,Aqua,MODIS,99,6.0NRT,288.9,27.4,N
43.527,-5.731,319.4,1,1,2019-09-03,1115,Terra,MODIS,77,6.0NRT,300.3,12.6,D
38.95,-5.78,332.3,1,1,2019-09-03,1115,Terra,MODIS,72,6.0NRT,316.3,11.2,D
42.835,-2.739,318.7,1,1,2019-09-03,1115,Terra,MODIS,70,6.0NRT,303.5,8.9,D
36.762,-5.916,328.6,1,1,2019-09-03,1120,Terra,MODIS,75,6.0NRT,312.6,9.1,D
42.862,-2.673,323,1.2,1.1,2019-09-03,1255,Aqua,MODIS,77,6.0NRT,306.1,15.9,D
42.839,-2.744,317.3,1.2,1.1,2019-09-03,1255,Aqua,MODIS,51,6.0NRT,305.3,7.3,D
42.469,-7.697,303.9,1,1,2019-09-03,2220,Terra,MODIS,58,6.0NRT,289.3,6.9,N
42.958,-9.086,310.3,1,1,2019-09-04,0235,Aqua,MODIS,80,6.0NRT,285.9,12.7,N
42.211,-8.018,387.5,1,1,2019-09-04,1340,Aqua,MODIS,100,6.0NRT,308.7,186.2,D
43.537,-5.832,307.1,1.2,1.1,2019-09-04,1340,Aqua,MODIS,26,6.0NRT,291.1,5.5,D
42.213,-8.006,354.5,1,1,2019-09-04,1340,Aqua,MODIS,97,6.0NRT,302.7,68,D
41.961,-8.613,318.6,2.1,1.4,2019-09-04,2305,Terra,MODIS,97,6.0NRT,289.6,51.5,N
42.338,-8.034,303.2,2.3,1.5,2019-09-04,2305,Terra,MODIS,54,6.0NRT,288.3,22.7,N
41.962,-8.59,337.9,2.1,1.4,2019-09-04,2305,Terra,MODIS,100,6.0NRT,289.9,123,N
41.948,-8.613,306.8,2.1,1.4,2019-09-04,2305,Terra,MODIS,69,6.0NRT,288.5,25.8,N
41.95,-8.589,323.8,2.1,1.4,2019-09-04,2305,Terra,MODIS,100,6.0NRT,289.4,69.3,N
41.978,-8.611,305.9,2.6,1.6,2019-09-05,0315,Aqua,MODIS,11,6.0NRT,288.5,29.7,N
41.972,-8.586,371.8,2.6,1.6,2019-09-05,0315,Aqua,MODIS,100,6.0NRT,293.3,505.9,N
41.965,-8.559,303.1,2.6,1.6,2019-09-05,0315,Aqua,MODIS,8,6.0NRT,285.9,25.2,N
41.981,-8.588,333.1,2.6,1.6,2019-09-05,0315,Aqua,MODIS,100,6.0NRT,290.1,140.9,N
41.975,-8.562,308.6,2.6,1.6,2019-09-05,0315,Aqua,MODIS,75,6.0NRT,286.5,41.6,N
41.967,-8.594,356.1,2.6,1.6,2019-09-05,0315,Aqua,MODIS,100,6.0NRT,290.6,315.4,N
41.961,-8.568,319.3,2.6,1.6,2019-09-05,0315,Aqua,MODIS,98,6.0NRT,286.9,74.5,N
41.954,-8.601,303.3,2.6,1.6,2019-09-05,0315,Aqua,MODIS,54,6.0NRT,287.2,26.1,N
42.748,-8.94,331.6,1.9,1.3,2019-09-05,1105,Terra,MODIS,65,6.0NRT,293.4,76.2,D
42.624,-7.988,349.2,1.7,1.3,2019-09-05,1105,Terra,MODIS,95,6.0NRT,297.9,122.3,D
42.622,-7.967,312.5,1.7,1.3,2019-09-05,1105,Terra,MODIS,65,6.0NRT,296.2,16.6,D
42.017,-8.056,309.8,1.7,1.3,2019-09-05,1105,Terra,MODIS,51,6.0NRT,297,14.6,D
42.019,-8.062,310.1,1.7,1.3,2019-09-05,1105,Terra,MODIS,48,6.0NRT,297.8,14,D
41.961,-8.603,312.6,1.8,1.3,2019-09-05,1105,Terra,MODIS,32,6.0NRT,300.2,14.6,D
41.954,-8.611,316,1.8,1.3,2019-09-05,1105,Terra,MODIS,67,6.0NRT,300.7,23,D
41.944,-8.636,336.1,1.8,1.3,2019-09-05,1105,Terra,MODIS,88,6.0NRT,297.7,76.4,D
41.942,-8.612,336.1,1.8,1.3,2019-09-05,1105,Terra,MODIS,88,6.0NRT,299.9,76.2,D
40.02,-3.846,337.8,1,1,2019-09-05,1105,Terra,MODIS,86,6.0NRT,308.6,28.2,D
36.934,-5.982,326.9,1.1,1.1,2019-09-05,1105,Terra,MODIS,66,6.0NRT,309.4,11.2,D
37.243,-5.108,323.8,1.1,1,2019-09-05,1105,Terra,MODIS,60,6.0NRT,309,5.6,D
37.57,-5.362,326.8,1.1,1,2019-09-05,1105,Terra,MODIS,67,6.0NRT,310.3,9,D
41.641,-6.626,313.4,3.2,1.7,2019-09-05,1245,Aqua,MODIS,62,6.0NRT,299.2,34.8,D
42.621,-7.943,325,3.5,1.8,2019-09-05,1245,Aqua,MODIS,83,6.0NRT,293.3,127.4,D
42.627,-7.939,326.5,3.5,1.8,2019-09-05,1245,Aqua,MODIS,84,6.0NRT,293.4,137.6,D
42.54,-7.59,339.1,3.4,1.7,2019-09-05,1245,Aqua,MODIS,91,6.0NRT,299.6,217.7,D
42.55,-7.553,377.3,3.3,1.7,2019-09-05,1245,Aqua,MODIS,100,6.0NRT,302.6,792.9,D
42.535,-7.546,320.4,3.3,1.7,2019-09-05,1245,Aqua,MODIS,80,6.0NRT,299.7,79.5,D
42.544,-7.585,332.3,3.4,1.7,2019-09-05,1245,Aqua,MODIS,88,6.0NRT,299.7,162.9,D
42.554,-7.547,342.8,3.3,1.7,2019-09-05,1245,Aqua,MODIS,93,6.0NRT,300.9,254.5,D
42.529,-7.579,348.8,3.4,1.7,2019-09-05,1245,Aqua,MODIS,95,6.0NRT,297.7,322.4,D
42.539,-7.541,361.4,3.3,1.7,2019-09-05,1245,Aqua,MODIS,100,6.0NRT,300.6,493.5,D
41.931,-8.645,328.9,4,1.9,2019-09-05,1245,Aqua,MODIS,85,6.0NRT,297.7,183.6,D
41.945,-8.597,329,4,1.9,2019-09-05,1245,Aqua,MODIS,85,6.0NRT,298.4,184.4,D
41.927,-8.64,329.4,4,1.9,2019-09-05,1245,Aqua,MODIS,85,6.0NRT,297.4,188.1,D
41.94,-8.592,330.6,4,1.9,2019-09-05,1245,Aqua,MODIS,86,6.0NRT,297.8,198.4,D
41.649,-6.596,321.1,3.1,1.7,2019-09-05,1245,Aqua,MODIS,75,6.0NRT,299.7,72.2,D
41.65,-6.59,317.5,3.1,1.7,2019-09-05,1245,Aqua,MODIS,70,6.0NRT,299.5,54.5,D
41.093,-6.946,325.8,4,1.9,2019-09-05,1425,Aqua,MODIS,79,6.0NRT,304.3,113,D
41.097,-7.001,319.7,4,1.9,2019-09-05,1425,Aqua,MODIS,67,6.0NRT,303,61.5,D
41.099,-6.955,328.6,4,1.9,2019-09-05,1425,Aqua,MODIS,82,6.0NRT,303.6,137.6,D
41.091,-6.993,325.1,4,1.9,2019-09-05,1425,Aqua,MODIS,78,6.0NRT,302.9,103,D
41.941,-8.633,316.8,3.2,1.7,2019-09-05,1425,Aqua,MODIS,63,6.0NRT,302.3,50.8,D
42.511,-7.548,335.4,3.8,1.8,2019-09-05,1425,Aqua,MODIS,87,6.0NRT,298.3,222.5,D
42.509,-7.595,355.4,3.8,1.8,2019-09-05,1425,Aqua,MODIS,98,6.0NRT,294.8,487.8,D
42.527,-7.549,348.5,3.8,1.8,2019-09-05,1425,Aqua,MODIS,94,6.0NRT,301.9,378.1,D
42.525,-7.597,367,3.8,1.8,2019-09-05,1425,Aqua,MODIS,100,6.0NRT,299.1,704.2,D
42.518,-7.557,364.8,3.8,1.8,2019-09-05,1425,Aqua,MODIS,100,6.0NRT,300.5,659.4,D
42.517,-7.604,364.8,3.8,1.8,2019-09-05,1425,Aqua,MODIS,100,6.0NRT,296.7,657.1,D
42.535,-7.558,343.7,3.8,1.8,2019-09-05,1425,Aqua,MODIS,92,6.0NRT,302.1,312.4,D
42.533,-7.607,333.7,3.8,1.8,2019-09-05,1425,Aqua,MODIS,86,6.0NRT,297.7,203.7,D
42.551,-7.56,314.8,3.8,1.8,2019-09-05,1425,Aqua,MODIS,62,6.0NRT,299.8,63.9,D
42.625,-7.942,311.4,3.6,1.8,2019-09-05,1425,Aqua,MODIS,48,6.0NRT,294.5,49.4,D
41.81,-8.36,305.3,1.5,1.2,2019-09-05,2210,Terra,MODIS,64,6.0NRT,289.4,12.6,N
41.807,-8.352,319.5,1.5,1.2,2019-09-05,2210,Terra,MODIS,99,6.0NRT,289.9,31.3,N
41.814,-8.343,300.2,1.5,1.2,2019-09-05,2210,Terra,MODIS,21,6.0NRT,289.9,7.4,N
42.015,-8.071,332.4,1.4,1.2,2019-09-05,2210,Terra,MODIS,100,6.0NRT,286.4,57.2,N
42.012,-8.086,319.8,1.4,1.2,2019-09-05,2210,Terra,MODIS,99,6.0NRT,284.3,33.3,N
42.026,-8.074,323.9,1.4,1.2,2019-09-05,2210,Terra,MODIS,100,6.0NRT,283.7,40.5,N
42.023,-8.089,319.4,1.4,1.2,2019-09-05,2210,Terra,MODIS,99,6.0NRT,283.1,33.2,N
42.288,-7.16,330.7,1.3,1.1,2019-09-05,2210,Terra,MODIS,100,6.0NRT,284.3,45.6,N
42.285,-7.175,309.1,1.3,1.1,2019-09-05,2210,Terra,MODIS,77,6.0NRT,282.5,16.4,N
43.307,-7.948,308.7,1.3,1.1,2019-09-05,2210,Terra,MODIS,75,6.0NRT,283.4,17.3,N
42.019,-8.069,310.5,1.2,1.1,2019-09-06,0220,Aqua,MODIS,80,6.0NRT,282.3,16.9,N
43.544,-5.823,302.7,1,1,2019-09-06,0220,Aqua,MODIS,51,6.0NRT,284.4,8.1,N
42.954,-9.253,305.6,1.4,1.2,2019-09-06,0220,Aqua,MODIS,65,6.0NRT,286.1,13.9,N
42.023,-8.089,303.4,1.2,1.1,2019-09-06,0220,Aqua,MODIS,55,6.0NRT,281,10.9,N
42.022,-8.075,332.1,1.2,1.1,2019-09-06,0220,Aqua,MODIS,100,6.0NRT,283.4,44.6,N
42.02,-8.082,315.8,1.2,1.1,2019-09-06,0220,Aqua,MODIS,92,6.0NRT,282,22.2,N
42.02,-8.052,326.6,1.3,1.1,2019-09-06,1145,Terra,MODIS,81,6.0NRT,299.8,31,D
39.795,-6.368,326.7,1.8,1.3,2019-09-06,1145,Terra,MODIS,68,6.0NRT,308.3,30.2,D
42.023,-8.069,343.3,1.3,1.1,2019-09-06,1145,Terra,MODIS,92,6.0NRT,302.6,66.6,D
42.022,-8.063,353.9,1.3,1.1,2019-09-06,1145,Terra,MODIS,97,6.0NRT,303.6,99.1,D
42.025,-8.079,313.1,1.3,1.1,2019-09-06,1145,Terra,MODIS,64,6.0NRT,297.9,13.4,D
42.021,-8.084,309.9,1.1,1,2019-09-06,1330,Aqua,MODIS,38,6.0NRT,299.5,5.9,D
42.798,-8.862,324.2,1.1,1,2019-09-06,1330,Aqua,MODIS,80,6.0NRT,298.1,20.7,D
42.023,-8.072,313.2,1.1,1,2019-09-06,1330,Aqua,MODIS,55,6.0NRT,300.2,8.4,D
43.038,-8.939,305,1.4,1.2,2019-09-06,2255,Terra,MODIS,62,6.0NRT,284.5,14.4,N
43.027,-8.937,326.5,1.4,1.2,2019-09-06,2255,Terra,MODIS,100,6.0NRT,285.6,43.5,N
43.029,-8.92,324.6,1.4,1.2,2019-09-06,2255,Terra,MODIS,100,6.0NRT,285.6,40.1,N
43.039,-8.922,302.3,1.4,1.2,2019-09-06,2255,Terra,MODIS,48,6.0NRT,284.6,12,N
41.881,-7.954,306.5,1.5,1.2,2019-09-06,2255,Terra,MODIS,68,6.0NRT,283.3,18.7,N
42.624,-9.002,385.1,1.6,1.2,2019-09-07,0305,Aqua,MODIS,100,6.0NRT,300.7,355.9,N
42.613,-9.005,325.8,1.6,1.2,2019-09-07,0305,Aqua,MODIS,100,6.0NRT,291.1,49.6,N
42.617,-9.024,336,1.6,1.2,2019-09-07,0305,Aqua,MODIS,100,6.0NRT,292.2,75.5,N
